Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
0,NP2OW_STJ_IV,146.630000,-,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT JOHN (IV) | NP2OW | 100.0,,,,
1,KP2O_STT_IV,146.810000,-,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | KP2O | 100.0,,,,
2,NP2GO_STT_IV,146.950000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | NP2GO | OPEN,,,,
3,WP2AJS_STT_IV,147.030000,+,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | WP2AJS | 100.0,,,,
4,WP2E_STX_IV,147.250000,+,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT CROIX (IV) | WP2E | 100.0,,,,
5,WP4ROG-STT-IV,446.325000,-,5.000000,Tone,225.7,225.7,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | WP4ROG | 225.7,,,,
6,NP2GO-STT-IV,447.450000,-,5.000000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | NP2GO | 67.0,,,,
7,K9VV-STX-IV,448.175000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT CROIX (IV) | K9VV | OPEN,,,,
8,KP2RH-STT-IV,449.275000,-,5.000000,Tone,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | KP2RH | 151.4,,,,
