Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,RxDtcsCode,CrossMode,Mode,TStep,Skip,Power,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
15,KP3AB_CEI_ESTE,145.350000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CEIBA (ESTE) | KP3AB | 123.0,,,,
16,KP3AB_UTU_CENTRO,145.350000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,UTUADO (CENTRO) | KP3AB | 123.0,,,,
17,KP3AB_YAU_SUR,145.350000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YAUCO (SUR) | KP3AB | 123.0,,,,
18,KP4IA_AGB_CENTRO,145.370000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUAS BUENAS (CENTRO) | KP4IA | OPEN,,,,
19,KP4OG_JAY_CENTRO,145.390000,-,0.600000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | KP4OG | 94.8,,,,
20,KP4RF_BAR_CENTRO,145.410000,-,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP4RF | 127.3,,,,
21,KP4BOL_UTU_CENTRO,145.430000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,UTUADO (CENTRO) | KP4BOL | OPEN,,,,
22,NP3RK_CAN_ESTE,145.450000,-,0.600000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CANOVANAS (ESTE) | NP3RK | 77.0,,,,
23,NP3AB_UTU_CENTRO,145.470000,-,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,UTUADO (CENTRO) | NP3AB | 127.3,,,,
24,KP4LP_BAR_CENTRO,145.490000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP4LP | 88.5,,,,
25,WP3XH_VEA_NORTE,146.610000,-,0.600000,Tone,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VEGA ALTA (NORTE) | WP3XH | 151.4,,,,
26,NP2OW_STJ_IV,146.630000,-,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT JOHN (IV) | NP2OW | 100.0,,,,
27,WP4OCK_PIE_ESTE,146.650000,-,0.600000,Tone,114.8,114.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LAS PIEDRAS (ESTE) | WP4OCK | 114.8,,,,
28,KP4DH_COR_CENTRO,146.670000,-,0.600000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,COROZAL (CENTRO) | KP4DH | 94.8 / DMR C1 S1 TG 667,,,,
29,NP3H_RIO_ESTE,146.690000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | NP3H | OPEN,,,,
30,KP3JD_ORO_CENTRO,146.710000,-,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,OROCOVIS (CENTRO) | KP3JD | 88.5,,,,
31,KP3AB_CAN_ESTE,146.730000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CANOVANAS (ESTE) | KP3AB | 123.0,,,,
32,KP3AB_RIN_OESTE,146.730000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RINCON (OESTE) | KP3AB | 123.0,,,,
33,KP4ILO_BQN_OESTE,146.750000,-,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUADILLA (OESTE) | KP4ILO | 100.0,,,,
34,KP3AB_MAR_CENTRO,146.770000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MARICAO (CENTRO) | KP3AB | 123.0,,,,
35,KP3AB_CAY_CENTRO,146.770000,-,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAYEY (CENTRO) | KP3AB | 123.0,,,,
36,KP4ARN_LAR_CENTRO,146.790000,-,0.600000,Tone,79.7,79.7,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LARES (CENTRO) | KP4ARN | 79.7,,,,
37,KP2O_STT_IV,146.810000,-,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | KP2O | 100.0,,,,
38,KP4FRA_CAY_CENTRO,146.830000,-,0.600000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAYEY (CENTRO) | KP4FRA | 136.5,,,,
39,WP4SE_GUR_NORTE,146.870000,-,0.600000,Tone,203.5,203.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GURABO (NORTE) | WP4SE | 203.5,,,,
40,WP3OF_QUE_OESTE,146.870000,-,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,QUEBRADILLAS (OESTE) | WP3OF | 100.0,,,,
41,KP4MCR_PIE_ESTE,146.890000,-,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LAS PIEDRAS (ESTE) | KP4MCR | 127.3,,,,
42,KP4FRA_MAR_CENTRO,146.930000,-,0.600000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MARICAO (CENTRO) | KP4FRA | 136.5,,,,
43,NP2GO_STT_IV,146.950000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | NP2GO | OPEN,,,,
44,NP3H_FAJ_ESTE,146.990000,-,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,FAJARDO (ESTE) | NP3H | OPEN,,,,
45,WP4FHR_LAR_CENTRO,147.010000,+,0.600000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LARES (CENTRO) | WP4FHR | 77.0,,,,
46,WP2AJS_STT_IV,147.030000,+,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | WP2AJS | 100.0,,,,
47,KP4LCS_BQN_OESTE,147.030000,+,0.600000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUADILLA (OESTE) | KP4LCS | 67.0,,,,
48,WP4AZT_VIL_CENTRO,147.050000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VILLALBA (CENTRO) | WP4AZT | 127.3,,,,
49,KP4EC_AGB_CENTRO,147.070000,+,0.600000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUAS BUENAS (CENTRO) | KP4EC | 136.5,,,,
50,KP4ID_CAY_CENTRO,147.090000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAYEY (CENTRO) | KP4ID | 127.3,,,,
51,KP4ZZ_GUR_NORTE,147.110000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GURABO (NORTE) | KP4ZZ | 127.3,,,,
52,WP3B_LAR_CENTRO,147.130000,+,0.600000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LARES (CENTRO) | WP3B | 123.0,,,,
53,WP4IFU_JAY_CENTRO,147.150000,+,0.600000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | WP4IFU | 77.0,,,,
54,WP4JP_GUR_NORTE,147.170000,+,0.600000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GURABO (NORTE) | WP4JP | 94.8,,,,
55,KP4MCR_SLO_ESTE,147.190000,+,0.600000,Tone,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN LORENZO (ESTE) | KP4MCR | 71.9,,,,
56,KP4CAR_YAU_SUR,147.210000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YAUCO (SUR) | KP4CAR | 127.3,,,,
57,WP4MR_NAR_CENTRO,147.230000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,NARANJITO (CENTRO) | WP4MR | 127.3,,,,
58,WP2E_STX_IV,147.250000,+,0.600000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT CROIX (IV) | WP2E | 100.0,,,,
59,NP3MR_VIE_ESTE,147.270000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VIEQUES (ESTE) | NP3MR | 127.3,,,,
60,KP4SE_PON_SUR,147.290000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PONCE (SUR) | KP4SE | 127.3,,,,
61,NP3EM_RIO_ESTE,147.310000,+,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | NP3EM | 88.5,,,,
62,KP3I_BAR_CENTRO,147.330000,+,0.600000,Tone,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP3I | 151.4,,,,
63,KP4ST_ADJ_CENTRO,147.350000,+,0.600000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,ADJUNTAS (CENTRO) | KP4ST | 127.3,,,,
64,KP4QW_CID_CENTRO,147.370000,+,0.600000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CIDRA (CENTRO) | KP4QW | OPEN,,,,
65,NP4AF_TOA_NORTE,147.390000,+,0.600000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,TOA ALTA (NORTE) | NP4AF | 88.5,,,,
66,NP3A-AIB-CENTRO,440.050000,+,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AIBONITO (CENTRO) | NP3A | 100.0,,,,
67,WP4QYF-VIE-ESTE,440.075000,+,5.000000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VIEQUES (ESTE) | WP4QYF | 67.0,,,,
68,WP4CL-JAY-CENTRO,440.100000,+,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | WP4CL | 88.5 / FUSION,,,,
69,KP4ZZ-GUR-NORTE,440.125000,+,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GURABO (NORTE) | KP4ZZ | 127.3,,,,
70,KP4ZZ-JAY-CENTRO,440.175000,+,5.000000,Tone,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | KP4ZZ | 141.3,,,,
71,WP3OF-CAN-ESTE,440.225000,+,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CANOVANAS (ESTE) | WP3OF | 100.0,,,,
72,WP3OF-CUL-ESTE,440.225000,+,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CULEBRA (ESTE) | WP3OF | 100.0,,,,
73,KP4FM-LOI-ESTE,440.275000,+,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LOIZA (ESTE) | KP4FM | 100.0,,,,
74,WP3YL-CAM-OESTE,440.300000,+,5.000000,Tone,85.4,85.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAMUY (OESTE) | WP3YL | 85.4,,,,
75,NW4A-GBO-NORTE,440.325000,+,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GUAYNABO (NORTE) | NW4A | 100.0,,,,
76,WP4QFG-MAY-OESTE,440.400000,+,5.000000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MAYAGUEZ (OESTE) | WP4QFG | 94.8,,,,
77,KP4JEA-CAN-ESTE,440.450000,+,5.000000,Tone,151.4,151.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CANOVANAS (ESTE) | KP4JEA | 151.4,,,,
78,KP4TOP-RIO-ESTE,440.525000,+,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | KP4TOP | 127.3,,,,
79,KP4ARA-SAB-OESTE,440.600000,+,5.000000,Tone,85.4,85.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SABANA GRANDE (OESTE) | KP4ARA | 85.4,,,,
80,WP4CG-GUR-ESTE,440.650000,+,5.000000,Tone,97.4,97.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GURABO (ESTE) | WP4CG | 97.4,,,,
81,KP4JUZ-PAT-SUR,440.675000,+,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PATILLAS (SUR) | KP4JUZ | 127.3 / FUSION,,,,
82,KP4JRA-RIO-ESTE,440.700000,+,5.000000,Tone,192.8,192.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,RIO GRANDE (ESTE) | KP4JRA | 192.8,,,,
83,KP4LBA-FAJ-ESTE,440.825000,+,5.000000,Tone,131.8,131.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,FAJARDO (ESTE) | KP4LBA | 131.8,,,,
84,NP4PR-LAR-CENTRO,440.850000,+,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LARES (CENTRO) | NP4PR | 88.5,,,,
85,KP4BW-CAN-ESTE,440.925000,+,5.000000,Tone,141.3,141.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CANOVANAS (ESTE) | KP4BW | 141.3,,,,
86,WP4ARC-ARE-NORTE,440.950000,+,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,ARECIBO (NORTE) | WP4ARC | 127.3,,,,
87,KP4CRN-BAY-NORTE,440.975000,+,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | KP4CRN | 127.3,,,,
88,KP4PDU-BAY-NORTE,445.150000,+,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | KP4PDU | 127.3,,,,
89,NW4A-GUA-SUR,446.125000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GUAYAMA (SUR) | NW4A | OPEN,,,,
90,NP4NC-SSB-OESTE,446.150000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN SEBASTIAN (OESTE) | NP4NC | 136.5 / C4FM,,,,
91,WP4RNQ-BAY-NORTE,446.200000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | WP4RNQ | 127.3,,,,
92,WP4DMR-SAB-OESTE,446.250000,-,5.000000,Tone,85.4,85.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SABANA GRANDE (OESTE) | WP4DMR | 85.4 / C4FM FUSION,,,,
93,WP4HLX-VEB-NORTE,446.275000,-,5.000000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,VEGA BAJA (NORTE) | WP4HLX | 94.8,,,,
94,WP4ROG-STT-IV,446.325000,-,5.000000,Tone,225.7,225.7,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | WP4ROG | 225.7,,,,
95,WP4ROG-PIE-ESTE,446.325000,-,5.000000,Tone,225.7,225.7,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LAS PIEDRAS (ESTE) | WP4ROG | 225.7,,,,
96,NP4NN-AGD-OESTE,446.400000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUADA (OESTE) | NP4NN | 136.5,,,,
97,KP3JE-YAU-SUR,446.425000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YAUCO (SUR) | KP3JE | 88.5,,,,
98,NP3MJ-LUQ-ESTE,446.475000,-,5.000000,Tone,123.0,123.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,LUQUILLO (ESTE) | NP3MJ | 123.0,,,,
99,KP4PNP-HUM-ESTE,446.600000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,HUMACAO (ESTE) | KP4PNP | 88.5,,,,
100,KP4MSR-MOC-OESTE,446.625000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MOCA (OESTE) | KP4MSR | 127.3 / FUSION C4FM,,,,
101,NP4D-CAR-NORTE,446.650000,-,5.000000,Tone,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAROLINA (NORTE) | NP4D | 110.9,,,,
102,KQ4HAC-SSB-OESTE,446.675000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN SEBASTIAN (OESTE) | KQ4HAC | 100.0,,,,
103,WP3VT-MAN-NORTE,446.725000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MANATI (NORTE) | WP3VT | OPEN,,,,
104,NP4AD-YAU-SUR,446.825000,-,5.000000,Tone,110.9,110.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YAUCO (SUR) | NP4AD | 110.9,,,,
105,KP4AZH-SAL-SUR,446.850000,-,5.000000,Tone,77.0,77.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SALINA (SUR) | KP4AZH | 77.0,,,,
106,KP4PUA-ISA-OESTE,446.875000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,ISABELA (OESTE) | KP4PUA | 100.0,,,,
107,KP4QI-GUA-SUR,446.900000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GUAYAMA (SUR) | KP4QI | 136.5,,,,
108,WP3YQ-CAG-NORTE,446.950000,-,5.000000,Tone,225.7,225.7,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAGUAS (NORTE) | WP3YQ | 225.7,,,,
109,WP4KY-MOR-CENTRO,447.025000,-,5.000000,Tone,94.8,94.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MOROVIS (CENTRO) | WP4KY | 94.8,,,,
110,WP4AZT-JAY-CENTRO,447.050000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,JAYUYA (CENTRO) | WP4AZT | 127.3,,,,
111,NP3A-AGB-CENTRO,447.075000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,AGUAS BUENAS (CENTRO) | NP3A | 100.0,,,,
112,KP4LBA-SJU-NORTE,447.100000,-,5.000000,Tone,131.8,131.8,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAN JUAN (NORTE) | KP4LBA | 131.8,,,,
113,KP4KGZ-PAT-SUR,447.150000,-,5.000000,Tone,107.2,107.2,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PATILLAS (SUR) | KP4KGZ | 107.2,,,,
114,KP4DW-CAR-NORTE,447.200000,-,5.000000,Tone,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAROLINA (NORTE) | KP4DW | 71.9,,,,
115,KP4LP-BAR-CENTRO,447.250000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP4LP | 136.5,,,,
116,WP3TM-TOB-NORTE,447.275000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,TOA BAJA (NORTE) | WP3TM | 100.0,,,,
117,KP4DH-BAY-NORTE,447.350000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | KP4DH | 100.0,,,,
118,KP4U-ISA-OESTE,447.400000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,ISABELA (OESTE) | KP4U | 100.0 / C4FM FUSION,,,,
119,NP2GO-STT-IV,447.450000,-,5.000000,Tone,67.0,67.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT THOMAS (IV) | NP2GO | 67.0,,,,
120,KP4GX-NAG-ESTE,447.475000,-,5.000000,Tone,225.7,225.7,023,NN,023,Tone->Tone,FM,5.00,,5.0W,NAGUABO (ESTE) | KP4GX | 225.7,,,,
121,KP4GX-CEI-ESTE,447.475000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CEIBA (ESTE) | KP4GX | 100.0,,,,
122,KP4FRE-BAR-CENTRO,447.525000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP4FRE | 136.5,,,,
123,KP4MSR-CAY-CENTRO,447.550000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CAYEY (CENTRO) | KP4MSR | 127.3 / FUSION C4FM,,,,
124,WP3OF-UTU-CENTRO,447.575000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,UTUADO (CENTRO) | WP3OF | 100.0,,,,
125,KP4MCR-YAB-ESTE,447.625000,-,5.000000,Tone,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YABUCOA (ESTE) | KP4MCR | 71.9,,,,
126,KP4JMT-ARE-NORTE,447.650000,-,5.000000,Tone,97.4,97.4,023,NN,023,Tone->Tone,FM,5.00,,5.0W,ARECIBO (NORTE) | KP4JMT | 97.4,,,,
127,WP4CPV-MAR-CENTRO,447.800000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,MARICAO (CENTRO) | WP4CPV | 136.5,,,,
128,KH2RU-PAT-SUR,447.825000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,PATILLAS (SUR) | KH2RU | 127.3,,,,
129,KP4AOB-BAR-CENTRO,447.950000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | KP4AOB | 136.5,,,,
130,WP4RNQ-BAY-NORTE,448.000000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BAYAMON (NORTE) | WP4RNQ | 127.3,,,,
131,WP4NVY-SIS-SUR,448.025000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SANTA ISABEL (SUR) | WP4NVY | 88.5,,,,
132,KP4MTG-FAJ-ESTE,448.050000,-,5.000000,Tone,127.3,127.3,023,NN,023,Tone->Tone,FM,5.00,,5.0W,FAJARDO (ESTE) | KP4MTG | 127.3,,,,
133,WP4O-GBO-NORTE,448.075000,-,5.000000,Tone,71.9,71.9,023,NN,023,Tone->Tone,FM,5.00,,5.0W,GUAYNABO (NORTE) | WP4O | 71.9 / FUSION,,,,
134,KP4HL-CAN-ESTE,448.100000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,CANOVANAS (ESTE) | KP4HL | 100.0,,,,
135,NP4CQ-BAR-CENTRO,448.125000,-,5.000000,Tone,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,BARRANQUITAS (CENTRO) | NP4CQ | 88.5,,,,
136,K9VV-STX-IV,448.175000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,SAINT CROIX (IV) | K9VV | OPEN,,,,
137,KP4KJI-YAU-SUR,448.200000,-,5.000000,Tone,100.0,100.0,023,NN,023,Tone->Tone,FM,5.00,,5.0W,YAUCO (SUR) | KP4KJI | 100.0,,,,
138,WP4F-COM-CENTRO,448.225000,-,5.000000,Tone,136.5,136.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,COMERIO (CENTRO) | WP4F | 136.5,,,,
139,NP3H-FAJ-ESTE,448.250000,-,5.000000,,88.5,88.5,023,NN,023,Tone->Tone,FM,5.00,,5.0W,FAJARDO (ESTE) | NP3H | OPEN,,,,
